"Anatomical Strucures, Cell Types and Biomarkers Table for Vasculature v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Griffin Weber; Sujin Lee; Rajeev Malhotra; Marc Halushka; Avinash Boppana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-2597-881X; 0000-0002-6692-6880; 0000-0003-0120-4630; 0000-0002-7112-7389; 0000-0003-0834-8274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Netter FH. Atlas of human anatomy. Philadelphia, PA: Saunders/Elsevier. 2006.; Gray H. Gray's Anatomy: The Anatomical Basis of Clinical Practice (40th ed.). Churchill-Livingstone, Elsevier. 2008.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,10.48539/HBM426.GZPN.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,3/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,AS/10,AS/10/LABEL,AS/10/ID,AS/11,AS/11/LABEL,AS/11/ID,AS/12,AS/12/LABEL,AS/12/ID,AS/13,AS/13/LABEL,AS/13/ID,AS/14,AS/14/LABEL,AS/14/ID,AS/15,AS/15/LABEL,AS/15/ID,AS/16,AS/16/LABEL,AS/16/ID,AS/17,AS/17/LABEL,AS/17/ID,AS/18,AS/18/LABEL,AS/18/ID,AS/19,AS/19/LABEL,AS/19/ID,CT/1,CT/1/LABEL,CT/1/ID,BG/1,BG/1/LABEL,BG/1/ID,FTU,REF/1,REF/1/DOI,REF/1/NOTES
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,renal artery,renal artery,UBERON:0001184,segmental renal artery,Segmental renal artery,fma70494,interlobar renal artery,interlobar artery,UBERON:0009885,arcuate renal artery,kidney arcuate artery,UBERON:0001552,interlobular renal artery,interlobular artery,UBERON:0004723,renal afferent arteriole,renal afferent arteriole,UBERON:0004639,glomerular capillary,glomerular capillary,UBERON:0004212,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Glomerulus_(kidney),,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,renal artery,renal artery,UBERON:0001184,segmental renal artery,Segmental renal artery,fma70494,interlobar renal artery,interlobar artery,UBERON:0009885,arcuate renal artery,kidney arcuate artery,UBERON:0001552,interlobular renal artery,interlobular artery,UBERON:0004723,renal afferent arteriole,renal afferent arteriole,UBERON:0004639,glomerular capillary,glomerular capillary,UBERON:0004212,renal efferent arteriole,renal efferent arteriole,UBERON:0004640,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Efferent_arteriole,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,renal artery,renal artery,UBERON:0001184,segmental renal artery,Segmental renal artery,fma70494,interlobar renal artery,interlobar artery,UBERON:0009885,arcuate renal artery,kidney arcuate artery,UBERON:0001552,interlobular renal artery,interlobular artery,UBERON:0004723,renal afferent arteriole,renal afferent arteriole,UBERON:0004639,glomerular capillary,glomerular capillary,UBERON:0004212,renal efferent arteriole,renal efferent arteriole,UBERON:0004640,peritubular capillary,peritubular capillary,UBERON:0005272,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Peritubular_capillaries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,renal artery,renal artery,UBERON:0001184,segmental renal artery,Segmental renal artery,fma70494,interlobar renal artery,interlobar artery,UBERON:0009885,arcuate renal artery,kidney arcuate artery,UBERON:0001552,interlobular renal artery,interlobular artery,UBERON:0004723,renal afferent arteriole,renal afferent arteriole,UBERON:0004639,glomerular capillary,glomerular capillary,UBERON:0004212,renal efferent arteriole,renal efferent arteriole,UBERON:0004640,vasa recta of kidney,vasa recta,UBERON:0004726,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Vasa_recta_(kidney),,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,renal artery,renal artery,UBERON:0001184,superior segmental renal artery,Superior segmental renal artery,fma70499,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Renal_circulation,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,renal artery,renal artery,UBERON:0001184,ureteric segment of renal artery,ureteric segment of renal artery,UBERON:0003468,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,http://purl.obolibrary.org/obo/UBERON_0003468,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right common iliac artery,right common iliac artery,UBERON:0035322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Abdominal_aorta,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right inferior phrenic artery,Right inferior phrenic artery,fma14746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Inferior_phrenic_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right lumbar artery 1,Right first lumbar artery,fma14738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Lumbar_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right lumbar artery 2,Right second lumbar artery,fma14739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Lumbar_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right lumbar artery 3,Right third lumbar artery,fma14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Lumbar_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right lumbar artery 4,Right fourth lumbar artery,fma14741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Lumbar_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right lumbar artery 5,Right fifth lumbar artery,fma14902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Lumbar_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right middle suprarenal artery,Right middle suprarenal artery,fma14755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Middle_suprarenal_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right ovarian artery,Right ovarian artery,fma14762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Ovarian_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right renal artery,right renal artery,UBERON:0001185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Renal_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,right testicular artery,right testicular artery,UBERON:0001188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Testicular_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Superior_mesenteric_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,ileal artery,ileal artery,UBERON:0005628,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Superior_mesenteric_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,ileal artery,ileal artery,UBERON:0005628,vasa recta of ileum,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Vasa_recta_(intestines),,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,ileocolic artery,ileocolic artery,UBERON:0001197,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Ileocolic_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,ileocolic artery,ileocolic artery,UBERON:0001197,colic branch of ileocolic artery,Ascending branch of inferior branch of ileocolic artery,fma14820,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Colic_branch_of_ileocolic_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,ileocolic artery,ileocolic artery,UBERON:0001197,colic branch of ileocolic artery,Ascending branch of inferior branch of ileocolic artery,fma14820,anterior cecal artery,Anterior cecal artery,fma14816,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://www.healthline.com/human-body-maps/colic-branch-of-the-ileocolic-artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,ileocolic artery,ileocolic artery,UBERON:0001197,colic branch of ileocolic artery,Ascending branch of inferior branch of ileocolic artery,fma14820,posterior cecal artery,Posterior cecal artery,fma14817,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://www.healthline.com/human-body-maps/colic-branch-of-the-ileocolic-artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,ileocolic artery,ileocolic artery,UBERON:0001197,ileal branch of ileocolic artery,Ileal branch of inferior branch of ileocolic artery,fma14819,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Ileal_branch_of_ileocolic_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,ileocolic artery,ileocolic artery,UBERON:0001197,ileal branch of ileocolic artery,Ileal branch of inferior branch of ileocolic artery,fma14819,appendicular artery,Appendicular artery,fma14818,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://radiopaedia.org/articles/appendicular-artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,inferior pancreaticoduodenal artery,inferior pancreaticoduodenal artery,UBERON:0001195,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Inferior_pancreaticoduodenal_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,inferior pancreaticoduodenal artery,inferior pancreaticoduodenal artery,UBERON:0001195,anterior inferior pancreaticoduodenal artery,Anterior inferior pancreaticoduodenal artery,fma70479,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Inferior_pancreaticoduodenal_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,inferior pancreaticoduodenal artery,inferior pancreaticoduodenal artery,UBERON:0001195,posterior inferior pancreaticoduodenal artery,Posterior inferior pancreaticoduodenal artery,fma70480,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Inferior_pancreaticoduodenal_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,jejunal branches,Jejunal artery,fma14808,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Jejunal_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,jejunal branches,Jejunal artery,fma14808,jejunal arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://radiopaedia.org/articles/jejunal-and-ileal-branches-of-the-superior-mesenteric-artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,jejunal branches,Jejunal artery,fma14808,jejunal arcade,,,vasa recta of jejunum,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Vasa_recta_(intestines),,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,middle colic artery,middle colic artery,UBERON:0001196,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Middle_colic_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,superior mesenteric artery,superior mesenteric artery,UBERON:0001182,right colic artery,Right colic artery,fma14811,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Right_colic_artery,,
