"Anatomical Strucures, Cell Types and Biomarkers Table for Lung v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber; Xin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994; 0000-0001-8387-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Jeff Whitsett; Ed Morrisey; Martijn Nawijn; Purushotha Tata; Ansley Conchola; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"10.1038/s41586-020-2922-4; 10.1038/s41586-020-2922-4; 10.1152/physrev.00001.2018; 10.1038/s41586-018-0394-6; doi:10.1172/jci.insight.90558; 10.1126/sciadv.aba1983; 10.7554/eLife.62522; 10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,10.48539/HBM868.DWJZ.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,3/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,AS-CT PMID,AS-CT DOI,AS-CT Reference,BG/1,BG/1/LABEL,BG/1/ID,BG/2,BG/2/LABEL,BG/2/ID,BG/3,BG/3/LABEL,BG/3/ID,BG/4,BG/4/LABEL,BG/4/ID,BG/5,BG/5/LABEL,BG/5/ID,BP/1,BP/1/LABEL,BP/1/ID,BP/2,BP/2/LABEL,BP/2/ID,FTU,REF/1,REF/1/DOI,REF/2,REF/2/DOI,REF/3,REF/3/DOI
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,mesenchymal,mesenchymal,CL:0008019,lung matrix fibroblast 2,lung matrix fibroblast 2,,not in CL,,,,MFAP5,microfibril associated protein 5,HGNC:29673,SCARA5,scavenger receptor class A member 5,HGNC:28701,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,mesenchymal,mesenchymal,CL:0008019,matrix fibroblast 1/(Lipofibroblast),lung matrix fibroblast 1/(Lipofibroblast?),LMHA:00209,,,,,WNT2,Wnt family member 2,HGNC:12780,TCF21,transcription factor 21 HGNC:11632,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,hematopoietic,hematopoietic,CL:0000988,pericyte,pericyte,CL:0000669,,,,,PDGFRB,platelet derived growth factor receptor beta,HGNC:8804,COX4I2,cytochrome c oxidase subunit 4I2 HGNC:16232,HGNC:16232,RERGL,RERG like,HGNC:26213,CSG4,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,Alveolar capillaries,pulmonary capilllary,UBERON:0016405,endothelial,endothelial,CL:0000115,CAP1,capillary endothelial cell 1,,not in CL,,,,DTL,denticleless E3 ubiquitin protein ligase homolog,HGNC:30288,IL7R,interleukin 7 receptor HGNC:6024,,APLNT,,,PLVAP,plasmalemma vesicle associated protein,HGNC:13635,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,HGNC:24945,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,Alveolar capillaries,pulmonary capilllary,UBERON:0016405,endothelial,endothelial,CL:0000115,CAP2,capillary endothelial cell 2,,not in CL,,,,EDNRB,endothelin receptor type B,HGNC:3180,APLN,apelin,HGNC:16665,CA4,carbonic anhydrase 4,HGNC:1375,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,Pulmonary Vein,pulmonary vein,UBERON:0002016,Pulmonary Vein endotheliim,Pulmonary Vein endotheliim,,endothelial,endothelial,CL:0000115,pulmonary venous endothelial cell,venous endothelial cell,LMHA:00805,,,,,ACKR1,atypical chemokine receptor 1 (Duffy blood group),HGNC:4035,PDZRN4,PDZ domain containing ring finger 4,HGNC:30552,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,Pulmonary Vein,pulmonary vein,UBERON:0002016,Pulmonary Vein endotheliim,Pulmonary Vein endotheliim,,endothelial,endothelial,CL:0000115,endothelial progenitors,endothelial progenitor cells,CL:0002619,,,,,KIT,"KIT proto-oncogene, receptor tyrosine kinase",HGNC:6342,APLNR,apelin receptor,HGNC:339,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,pulmonary lymphatic vessel,pulmonary lymphatic vessel,UBERON:0018227,respiratory system lymphatic vessel endothelium,respiratory system lymphatic vessel endothelium,UBERON:0003529,endothelial,endothelial,CL:0000115,lymphatic endothelial cell,endothelial cell of lymphatic vessel,CL:0002138,,,,,MMRN1,multimerin 1,HGNC:7178,PROX1,prospero homeobox 1,HGNC:9459,PDPN,podoplanin,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,pulmonary lymphatic vessel,pulmonary lymphatic vessel,UBERON:0018227,respiratory system lymphatic vessel smooth muscle,respiratory system lymphatic vessel smooth muscle,UBERON:0004296,mesenchymal,mesenchymal,CL:0008019,lymphatic vessel smooth muscle cell,lymphatic vessel smooth muscle cell,CL:0019017,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Apical Bronchopulmonary Segment,Left Apical Bronchopulmonary Segment,fma:7385,visceral pleura,visceral pleura,UBERON:0002401,,,,,,,,,,epithelial,epithelial,CL:0000066,mesothelial cell,mesothelial cell of visceral pleura,CL:1000493,,,,,WT1,WT1 transcription factor,HGNC:12796,FGF9,fibroblast growth factor 9,HGNC:3687,MSLN,mesothelin,HGNC:7371,UPK3B,uroplakin 3B,HGNC:21444,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,epithelial,epithelial,CL:0000066,club,club cell of bronchiole,CL:0000158,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F2,,,CCKAR,cholecystokinin A receptor,HGNC:1570,CTSE,cathepsin E,HGNC:2530,SCGB1A1,,,,,,,"Boers, 1999",,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,epithelial,epithelial,CL:0000066,bronchial Ciliated,ciliated cell of the bronchus,CL:0002332,,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,epithelial,epithelial,CL:0000066,basal,basal epithelial cell of tracheobronchial tree,CL:0002329,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,epithelial,epithelial,CL:0000066,goblet,lung goblet cell,CL:1000143,,,,,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,TFF2,trefoil factor 2,HGNC:11756,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,epithelial,epithelial,CL:0000066,neuroendocrine cells,lung neuroendocrine cell,CL:1000223,,,,,ASCL1,achaete-scute family bHLH transcription factor 1,HGNC:738,GRP,gastrin releasing peptide,HGNC:4605,CHGA,chromogranin A,HGNC:1929,CALCA,calcitonin related polypeptide alpha,HGNC:1437,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,epithelial,epithelial,CL:0000066,tuft,brush cell of tracheobronchial tree,CL:0002075,,"Ualiyeva S, et al. Airway brush cells generate cysteinyl leukotrienes through the ATP sensor P2Y2. Sci Immunol 2020; 5.",,,POU2F3,POU class 2 homeobox 3,HGNC:19864,ASCL2,achaete-scute family bHLH transcription factor 2,HGNC:739,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,epithelial,epithelial,CL:0000066,ionocyte,pulmonary ionocyte,CL:0017000,,,,,ASCL3,achaete-scute family bHLH transcription factor 3,HGNC:740,FOXI1,forkhead box I1,HGNC:3815,ATP6V0B,ATPase H+ transporting V0 subunit b,HGNC:861,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial epithelium,epithelium of lobar bronchus,UBERON:0002339,,,,,,,epithelial,epithelial,CL:0000066,bronchial serous cell,serous cell of epithelium of bronchus,CL:1000331,,,,,LYZ,lysozyme,HGNC:6740,LTF,lactotransferrin,HGNC:6720,PIGR,polymeric immunoglobulin receptor,HGNC:8968,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial smooth muscle,bronchus smooth muscle,UBERON_0004242,,,,,,,mesenchymal,mesenchymal,CL:0008019,bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,MYH11,myosin heavy chain 11,HGNC:7569,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial mesenchyme,lobar bronchus mesenchyme,UBERON:0004884,,,,,,,mesenchymal,mesenchymal,CL:0008019,airway smooth muscle,tracheobronchial smooth muscle cell,CL:0019019,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,cartilagenous plate,cartilage of main bronchus,UBERON:0001102,,,,,,,mesenchymal,mesenchymal,CL:0008019,chondrocyte,tracheobronchial chondrocyte,CL:0019002,,,,,Col2a1,collagen type II alpha 1 chain,HGNC:2200,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial vessels,lobar bronchus vasculature',UBERON:0004889,superior left bronchial artery,superior left bronchial artery,fma:4146,respiratory system arterial endothelium,respiratory system arterial endothelium,UBERON:0004848,endothelial,endothelial,CL:0000115,arterial endothelial cell,arterial endothelial cell,CL:1000413,,,,,EFNB2,ephrin B2,HGNC:3227,GJA5,gap junction protein alpha 5,HGNC:4279,BMX,BMX non-receptor tyrosine kinase,HGNC:1079,DKK2,dickkopf WNT signaling pathway inhibitor 2,HGNC:2892,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial vessels,lobar bronchus vasculature',UBERON:0004889,superior left bronchial artery,superior left bronchial artery,fma:4146,arterial system smooth muscle,arterial system smooth muscle,UBERON:0004695,mesenchymal,mesenchymal,CL:0008019,vascular smooth muscle,blood vessel smooth muscle cell,CL:0019018,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial vessels,lobar bronchus vasculature,UBERON:0004889,left bronchial vein,left bronchial vein,fma:4837,respiratory system venous endothelium,respiratory system venous endothelium,UBERON:0004849,endothelial,endothelial,CL:0000115,venous endothelial cell,venous endothelial cell,LMHA:00805,,,,,ACKR1,atypical chemokine receptor 1 (Duffy blood group),HGNC:4035,PDZRN4,PDZ domain containing ring finger 4,HGNC:30552,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial vessels,lobar bronchus vasculature,UBERON:0004889,left bronchial vein,left bronchial vein,fma:4837,venous system smooth muscle,venous system smooth muscle,UBERON:0004696,mesenchymal,mesenchymal,CL:0008019,vascular smooth muscle,blood vessel smooth muscle cell,CL:0019018,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Apicoposterior Segmental Pulmonary Artery,Left Apicoposterior Segmental Pulmonary Artery,fma:13281,Pulmonary arterial endothelium,Pulmonary artery endothelium,UBERON:0005317,,,,,,,endothelial,endothelial,CL:0000115,pulmonary artery endothelial cell,pulmonary artery endothelial cell,CL:1001568,,,,,DKK2,dickkopf WNT signaling pathway inhibitor 2,HGNC:2892,GJA5,gap junction protein alpha 5,HGNC:4279,EFNB2,ephrin B2,HGNC:3227,CXCL12,C-X-C motif chemokine ligand 12,HGNC:10672,NOTCH4,notch receptor 4,HGNC:7884,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Apicoposterior Segmental Pulmonary Artery,Left Apicoposterior Segmental Pulmonary Artery,fma:13281,Pulmonary arterial smooth muscle,pulmonary artery smooth muscle,,,,,,,,mesenchymal,mesenchymal,CL:0008019,pulmonary artery smooth muscle cell,smooth muscle cell of pulmonary artery,CL:0002591,,,,,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,NOTCH3,notch receptor 3,HGNC:7883,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Apicoposterior Segmental Pulmonary Artery,Left Apicoposterior Segmental Pulmonary Artery,fma:13281,Pulmonary arterial fibroblasts,pulmonary artery fibroblast,,,,,,,,mesenchymal,mesenchymal,CL:0008019,pulmonary artery fibroblast,fibroblast of pulmonary artery,CL:0002557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland ciliated duct cells,ciliated cells of terminal ciliated ducts of submucosal glands,LMHA:00142,,,,,FOXJ1,forkhead box J1,HGNC:3816,TUBA1A,tubulin alpha 1a,HGNC:20766,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,RSPH1,radial spoke head component 1,HGNC:12371,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,epithelial,epithelial,CL:0000066,basal,basal cells of terminal ciliated ducts of submucosal glands,LMHA:00087,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland secretory,secretory cells of terminal ciliated ducts of submucosal glands,LMHA:00143,,,,,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland collecting duct epithelium,epithelial cells of collecting ducts of submucosal glands,LMHA:00693,,,,,BPIFA1,BPI Fold Containing Family A Member 1,HGNC:15749,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland mucous cells,mucus cells of submucosal glands,LMHA:00238,,,,,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Upper Lobe,Upper Lobe of Left Lung,UBERON: 0008952,Left Posterior Bronchopulmonary Segment,Left Posterior Bronchopulmonary Segment,fma:7386,Left Posterior Segmental Bronchus,Left Posterior Segmental Bronchus,fma:7427,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland serous cells,serous cells of submucosal glands,LMHA:00340,,,,,PIGR,polymeric immunoglobulin receptor,HGNC:8968,LYZ,lysozyme,HGNC:6740,,,,,,,,,,,,,,,,,,,,,,
