,name
ENSMUSG00000062353,Gm15772
ENSMUSG00000062365,Gm4968
ENSMUSG00000062369,Usp17lb
ENSMUSG00000062372,Otof
ENSMUSG00000062373,Tmem65
ENSMUSG00000062376,Borcs7
ENSMUSG00000062380,Tubb3
ENSMUSG00000062382,Ftl1-ps1
ENSMUSG00000062391,4932435O22Rik
ENSMUSG00000062393,Dgkk
ENSMUSG00000062397,Zfp706
ENSMUSG00000062400,Krtap6-5
ENSMUSG00000062410,Hsd3b3
ENSMUSG00000062421,Arf2
ENSMUSG00000062426,Olfr304
ENSMUSG00000062432,Cyp26c1
ENSMUSG00000062433,Krtap6-2
ENSMUSG00000062434,Olfr516
ENSMUSG00000062438,Adam1b
ENSMUSG00000062444,Ap3b2
ENSMUSG00000062456,Rpl9-ps6
ENSMUSG00000062458,Gm8623
ENSMUSG00000062461,Rpl27a-ps4
ENSMUSG00000062464,Cyp4f37
ENSMUSG00000062470,Fbxl12os
ENSMUSG00000062472,Gm4945
ENSMUSG00000062477,Hmgb1l
ENSMUSG00000062478,Ctrc
ENSMUSG00000062480,Acat3
ENSMUSG00000062483,Vmn1r171
ENSMUSG00000062488,Ifit3b
ENSMUSG00000062496,4930431F12Rik
ENSMUSG00000062497,Olfr1411
ENSMUSG00000062510,Nsl1
ENSMUSG00000062511,4930512M02Rik
ENSMUSG00000062515,Fabp4
ENSMUSG00000062518,Zfp534
ENSMUSG00000062519,Zfp398
ENSMUSG00000062524,Ncr1
ENSMUSG00000062526,Mppe1
ENSMUSG00000062527,Olfr1408
ENSMUSG00000062528,Tas2r109
ENSMUSG00000062542,Syt9
ENSMUSG00000062543,Gsdmcl1
ENSMUSG00000062545,Tlr12
ENSMUSG00000062546,V1ra8
ENSMUSG00000062551,Prl2c1
ENSMUSG00000062553,Olfr709-ps1
ENSMUSG00000062554,Gm12751
ENSMUSG00000062556,Scgb1b2
ENSMUSG00000062561,Gm10118
ENSMUSG00000062563,Cys1
ENSMUSG00000062564,Tex28
ENSMUSG00000062580,Timm17a
ENSMUSG00000062582,Rpl30-ps8
ENSMUSG00000062585,Cnr2
ENSMUSG00000062588,Gm6104
ENSMUSG00000062590,Armc9
ENSMUSG00000062591,Tubb4a
ENSMUSG00000062593,Gm49339
ENSMUSG00000062598,Vmn1r178
ENSMUSG00000062604,Srpk2
ENSMUSG00000062608,Olfr195
ENSMUSG00000062609,Kcnj15
ENSMUSG00000062611,Rps3a2
ENSMUSG00000062619,2310039H08Rik
ENSMUSG00000062621,Olfr911-ps1
ENSMUSG00000062624,Cyp2c67
ENSMUSG00000062627,Mysm1
ENSMUSG00000062629,Olfr114
ENSMUSG00000062638,Btnl1
ENSMUSG00000062646,Ganc
ENSMUSG00000062647,Rpl7a
ENSMUSG00000062649,Olfr44
ENSMUSG00000062651,H2al2a
ENSMUSG00000062661,Ncs1
ENSMUSG00000062683,Atp5g2
ENSMUSG00000062687,Cks1brt
ENSMUSG00000062691,Cebpzos
ENSMUSG00000062694,Cav3
ENSMUSG00000062704,9430002A10Rik
ENSMUSG00000062705,Tpbpb
ENSMUSG00000062712,Olfr531
ENSMUSG00000062713,Sim2
ENSMUSG00000062727,H2bc12
ENSMUSG00000062729,Ppox
ENSMUSG00000062732,Lypd4
ENSMUSG00000062737,Prl3d2
ENSMUSG00000062742,Gm5239
ENSMUSG00000062743,Zfp677
ENSMUSG00000062751,Prss1
ENSMUSG00000062753,AI413582
ENSMUSG00000062757,Olfr1206
ENSMUSG00000062758,Gm16477
ENSMUSG00000062760,Shisal1
ENSMUSG00000062761,Zfp512
ENSMUSG00000062762,Ei24
ENSMUSG00000062773,Tex101
ENSMUSG00000062778,Chia1
ENSMUSG00000062782,Olfr527
ENSMUSG00000062783,Csprs
ENSMUSG00000062785,Kcnc3
ENSMUSG00000062791,Gm382
ENSMUSG00000062793,Olfr1158
ENSMUSG00000062794,Zfp599
ENSMUSG00000062797,Hikeshi
ENSMUSG00000062814,Ssxa1
ENSMUSG00000062818,Vmn1r51
ENSMUSG00000062822,4833420G17Rik
ENSMUSG00000062825,Actg1
ENSMUSG00000062826,Ces2f
ENSMUSG00000062833,Sval3
ENSMUSG00000062844,Olfr1458
ENSMUSG00000062846,Gm14176
ENSMUSG00000062859,Tcp11
ENSMUSG00000062861,Zfp28
ENSMUSG00000062866,Phactr2
ENSMUSG00000062867,Impdh2
ENSMUSG00000062868,Olfr830
ENSMUSG00000062873,Olfr1355
ENSMUSG00000062874,Gm4978
ENSMUSG00000062878,Olfr298
ENSMUSG00000062892,Olfr1450
ENSMUSG00000062896,Rpl31-ps11
ENSMUSG00000062901,Klhl24
ENSMUSG00000062905,Vmn1r32
ENSMUSG00000062906,Hdac10
ENSMUSG00000062908,Acadm
ENSMUSG00000062914,Olfr777
ENSMUSG00000062929,Cfl2
ENSMUSG00000062931,Zfp938
ENSMUSG00000062933,Gm10123
ENSMUSG00000062937,Mtap
ENSMUSG00000062939,Stat4
ENSMUSG00000062944,9130023H24Rik
ENSMUSG00000062949,Atp11c
ENSMUSG00000062952,Tas2r110
ENSMUSG00000062960,Kdr
ENSMUSG00000062961,Ccdc177
ENSMUSG00000062962,Gm6378
ENSMUSG00000062963,Ufc1
ENSMUSG00000062980,Cped1
ENSMUSG00000062981,Mrpl42
ENSMUSG00000062987,Olfr715b
ENSMUSG00000062991,Nrg1
ENSMUSG00000062995,Ica1
ENSMUSG00000062997,Rpl35
ENSMUSG00000063001,Gm9701
ENSMUSG00000063011,Msln
ENSMUSG00000063015,Ccni
ENSMUSG00000063018,2010204K13Rik
ENSMUSG00000063019,Manbal
ENSMUSG00000063020,Olfr194
ENSMUSG00000063021,H2ac15
ENSMUSG00000063047,Zfp780b
ENSMUSG00000063049,Ing2
ENSMUSG00000063052,Lrrc40
ENSMUSG00000063058,Prr23a2
ENSMUSG00000063060,Sox7
ENSMUSG00000063063,Ctnna2
ENSMUSG00000063065,Mapk3
ENSMUSG00000063077,Kif1b
ENSMUSG00000063087,Gm10125
ENSMUSG00000063089,Klk1b8
ENSMUSG00000063106,Olfr1510
ENSMUSG00000063108,Zfp26
ENSMUSG00000063109,Dgkeos
ENSMUSG00000063116,Olfr410
ENSMUSG00000063120,Olfr480
ENSMUSG00000063129,Aldoart2
ENSMUSG00000063130,Calml3
ENSMUSG00000063133,Klk1b1
ENSMUSG00000063137,Olfr177
ENSMUSG00000063142,Kcnma1
ENSMUSG00000063145,Bbs5
ENSMUSG00000063146,Clip2
ENSMUSG00000063157,Csn2
ENSMUSG00000063160,Numbl
ENSMUSG00000063163,Speer2
ENSMUSG00000063166,Gm5449
ENSMUSG00000063171,Rps4l
ENSMUSG00000063172,Hspb11
ENSMUSG00000063173,Olfr811
ENSMUSG00000063176,Olfr955
ENSMUSG00000063177,Klk1b27
ENSMUSG00000063179,Pstk
ENSMUSG00000063188,Olfr107
ENSMUSG00000063193,Cd300lb
ENSMUSG00000063200,Nol7
ENSMUSG00000063206,Defa34
ENSMUSG00000063216,Olfr1351
ENSMUSG00000063221,Olfr930
ENSMUSG00000063225,Olfr917
ENSMUSG00000063229,Ldha
ENSMUSG00000063230,Olfr535
ENSMUSG00000063232,Serpina11
ENSMUSG00000063234,Gpr84
ENSMUSG00000063235,Ptpmt1
ENSMUSG00000063236,1110038F14Rik
ENSMUSG00000063239,Grm4
ENSMUSG00000063240,Olfr133
ENSMUSG00000063245,Zfp993
ENSMUSG00000063251,Krtap4-1
ENSMUSG00000063252,Gm4744
ENSMUSG00000063253,Scoc
ENSMUSG00000063260,Syt10
ENSMUSG00000063268,Parp10
ENSMUSG00000063273,Naa15
ENSMUSG00000063275,Hacd1
ENSMUSG00000063277,Gm10128
ENSMUSG00000063281,Zfp35
ENSMUSG00000063286,Gvin-ps7
ENSMUSG00000063296,Tmem117
ENSMUSG00000063297,Luzp2
ENSMUSG00000063305,Psg20
ENSMUSG00000063314,Gm12657
ENSMUSG00000063316,Rpl27
ENSMUSG00000063317,Usp31
ENSMUSG00000063320,1190007I07Rik
ENSMUSG00000063328,Gm9396
ENSMUSG00000063334,Krr1
ENSMUSG00000063350,Olfr874
ENSMUSG00000063354,Slc39a4
ENSMUSG00000063358,Mapk1
ENSMUSG00000063362,Alg11
ENSMUSG00000063364,3300002I08Rik
ENSMUSG00000063374,Olfr763
ENSMUSG00000063376,Ifna13
ENSMUSG00000063380,Olfr945
ENSMUSG00000063382,Bcl9l
ENSMUSG00000063383,Zfp947
ENSMUSG00000063386,Olfr1387
ENSMUSG00000063388,BC023105
ENSMUSG00000063394,Olfr293
ENSMUSG00000063406,Tmed5
ENSMUSG00000063409,Lrrc43
ENSMUSG00000063410,Stk24
ENSMUSG00000063412,Gm10131
ENSMUSG00000063415,Cyp26b1
ENSMUSG00000063428,Ddo
ENSMUSG00000063430,Wscd2
ENSMUSG00000063434,Sorcs3
ENSMUSG00000063439,B9d2
ENSMUSG00000063442,Gm7117
ENSMUSG00000063445,Nmral1
ENSMUSG00000063446,Plppr1
ENSMUSG00000063447,Ube2d2b
ENSMUSG00000063450,Syne2
ENSMUSG00000063455,D630045J12Rik
ENSMUSG00000063457,Rps15
ENSMUSG00000063458,Lrmda
ENSMUSG00000063478,Tas2r114
ENSMUSG00000063480,Snu13
ENSMUSG00000063488,Zkscan7
ENSMUSG00000063506,Arhgap22
ENSMUSG00000063507,Gm1330
ENSMUSG00000063511,Snrnp70
ENSMUSG00000063514,Gm6756
ENSMUSG00000063522,Ly6m
ENSMUSG00000063524,Eno1
ENSMUSG00000063529,Stmnd1
ENSMUSG00000063531,Sema3e
ENSMUSG00000063535,Zfp773
ENSMUSG00000063543,Gm5616
ENSMUSG00000063548,Gm4825
ENSMUSG00000063549,Olfr322
ENSMUSG00000063550,Nup98
ENSMUSG00000063556,Gm10132
ENSMUSG00000063558,Aox1
ENSMUSG00000063564,Col23a1
ENSMUSG00000063568,Jazf1
ENSMUSG00000063576,Klhdc3
ENSMUSG00000063582,Olfr666
ENSMUSG00000063583,Olfr1410
ENSMUSG00000063586,Gm5513
ENSMUSG00000063590,Slc22a28
ENSMUSG00000063594,Gng8
ENSMUSG00000063600,Egfem1
ENSMUSG00000063605,Ccdc102a
ENSMUSG00000063611,Gm10134
ENSMUSG00000063615,Olfr64
ENSMUSG00000063623,C230062I16Rik
ENSMUSG00000063626,Unc5d
ENSMUSG00000063628,Gm7665
ENSMUSG00000063632,Sox11
ENSMUSG00000063646,Jakmip1
ENSMUSG00000063651,Cnfn
ENSMUSG00000063652,Slc22a21
ENSMUSG00000063656,Gm10135
ENSMUSG00000063659,Zbtb18
ENSMUSG00000063660,Olfr98
ENSMUSG00000063661,Krt73
ENSMUSG00000063663,Brwd3
ENSMUSG00000063672,Nkx6-3
ENSMUSG00000063681,Crb1
ENSMUSG00000063683,Glyat
ENSMUSG00000063684,Hadhb-ps
ENSMUSG00000063687,Pcdhb5
ENSMUSG00000063689,H2ac21
ENSMUSG00000063694,Cycs
ENSMUSG00000063696,Gm8730
ENSMUSG00000063698,Sfxn4
ENSMUSG00000063704,Mapk15
ENSMUSG00000063713,Klk1b24
ENSMUSG00000063714,Sp3os
ENSMUSG00000063715,Olfr816
ENSMUSG00000063727,Tnfrsf11b
ENSMUSG00000063728,Magea6
ENSMUSG00000063730,Hsd3b2
ENSMUSG00000063739,Gm4963
ENSMUSG00000063751,Platr8
ENSMUSG00000063754,Gm10136
ENSMUSG00000063760,Rnf217
ENSMUSG00000063762,Tas2r129
ENSMUSG00000063764,Olfr508
ENSMUSG00000063765,Chadl
ENSMUSG00000063767,S100a7a
ENSMUSG00000063777,Olfr1469
ENSMUSG00000063779,Chil4
ENSMUSG00000063780,Olfr282
ENSMUSG00000063785,Utp14a
ENSMUSG00000063787,Chchd1
ENSMUSG00000063796,Slc22a8
ENSMUSG00000063800,Prpf38a
ENSMUSG00000063801,Ap3s2
ENSMUSG00000063802,Hspbp1
ENSMUSG00000063804,Lin28b
ENSMUSG00000063808,Gpatch1
ENSMUSG00000063810,Alms1
ENSMUSG00000063816,Gm4987
ENSMUSG00000063820,Arl9
ENSMUSG00000063821,Dupd1
ENSMUSG00000063823,Olfr532
ENSMUSG00000063827,Olfr1382
ENSMUSG00000063830,Gm6065
ENSMUSG00000063838,Cdc42ep5
ENSMUSG00000063842,Olfr862
ENSMUSG00000063844,Olfr1276
ENSMUSG00000063846,Gm21731
ENSMUSG00000063849,Ppcdc
ENSMUSG00000063851,Rnf183
ENSMUSG00000063856,Gpx1
ENSMUSG00000063867,Olfr1511
ENSMUSG00000063870,Chd4
ENSMUSG00000063873,Slc24a3
ENSMUSG00000063875,Rps6-ps1
ENSMUSG00000063881,Olfr376
ENSMUSG00000063882,Uqcrh
ENSMUSG00000063884,Ptcd3
ENSMUSG00000063885,Gm6498
ENSMUSG00000063887,Nlgn1
ENSMUSG00000063888,Rpl7l1
ENSMUSG00000063889,Crem
ENSMUSG00000063894,Zkscan8
ENSMUSG00000063895,Nupl1
ENSMUSG00000063900,Adam26b
ENSMUSG00000063902,Gm7964
ENSMUSG00000063903,Klk1
ENSMUSG00000063904,Dpp3
ENSMUSG00000063905,Gm10139
ENSMUSG00000063911,Tdgf1-ps2
ENSMUSG00000063919,Srrm4
ENSMUSG00000063929,Cyp4a32
ENSMUSG00000063931,Pepd
ENSMUSG00000063932,Poteg
ENSMUSG00000063935,Zar1
ENSMUSG00000063952,Brpf3
ENSMUSG00000063953,Amd2
ENSMUSG00000063954,H2ac19
ENSMUSG00000063971,Krt88
ENSMUSG00000063972,Nr6a1
ENSMUSG00000063975,Slco1a5
ENSMUSG00000063994,Olfr120
ENSMUSG00000063998,Vmn1r211
ENSMUSG00000064006,Olfr190
ENSMUSG00000064010,Dppa1
ENSMUSG00000064016,Gm648
ENSMUSG00000064023,Klk8
ENSMUSG00000064030,Pym1
ENSMUSG00000064032,Gm10143
ENSMUSG00000064036,Mro
ENSMUSG00000064037,Gpn1
ENSMUSG00000064039,Ccr1l1
ENSMUSG00000064043,Trerf1
ENSMUSG00000064044,Olfr319
ENSMUSG00000064052,Gm5089
ENSMUSG00000064057,Scgb3a1
ENSMUSG00000064061,Dzip3
ENSMUSG00000064063,BC048507
ENSMUSG00000064065,Ipcef1
ENSMUSG00000064068,Mtx1
ENSMUSG00000064080,Fbln2
ENSMUSG00000064081,Gm8973
ENSMUSG00000064084,Olfr1202
ENSMUSG00000064090,Vrk2
ENSMUSG00000064105,Cnnm2
ENSMUSG00000064109,Hcst
ENSMUSG00000064110,Olfr963
ENSMUSG00000064115,Cadm2
ENSMUSG00000064120,Mocs1
ENSMUSG00000064121,Olfr96
ENSMUSG00000064125,Prr36
ENSMUSG00000064127,Med14
ENSMUSG00000064128,Cenpj
ENSMUSG00000064129,Mageb5b
ENSMUSG00000064137,Rhox8
ENSMUSG00000064138,Fam172a
ENSMUSG00000064140,Trim38
ENSMUSG00000064141,Zfp69
ENSMUSG00000064145,Arih2
ENSMUSG00000064147,Rab44
ENSMUSG00000064156,Prol1
ENSMUSG00000064158,Izumo1
ENSMUSG00000064165,Krt39
ENSMUSG00000064177,Ghrl
ENSMUSG00000064179,Tnnt1
ENSMUSG00000064181,Rab3ip
ENSMUSG00000064193,Gm4735
ENSMUSG00000064194,Zfp936
ENSMUSG00000064201,Krt2
ENSMUSG00000064202,Spata6l
ENSMUSG00000064208,Gm10145
ENSMUSG00000064210,Ano6
ENSMUSG00000064213,Defa24
ENSMUSG00000064215,Ifi27
ENSMUSG00000064220,H2ac18
ENSMUSG00000064223,Olfr694
ENSMUSG00000064224,Gsdma3
ENSMUSG00000064225,Paqr9
ENSMUSG00000064231,Gm5321
ENSMUSG00000064232,Gm5414
ENSMUSG00000064246,Chil1
ENSMUSG00000064247,Plcxd1
ENSMUSG00000064252,Olfr329
ENSMUSG00000064254,Ethe1
ENSMUSG00000064259,Vmn1r13
ENSMUSG00000064262,Gimap8
ENSMUSG00000064263,Platr26
ENSMUSG00000064264,Zfp428
ENSMUSG00000064267,Hvcn1
ENSMUSG00000064272,Gpbar1
ENSMUSG00000064280,Ccdc146
ENSMUSG00000064281,Rpl19-ps1
ENSMUSG00000064284,Cdpf1
ENSMUSG00000064288,H4c12
ENSMUSG00000064289,Tank
ENSMUSG00000064293,Cntn4
ENSMUSG00000064294,Aox3
ENSMUSG00000064299,4921528I07Rik
ENSMUSG00000064302,Clasp1
ENSMUSG00000064307,Lrrc51
ENSMUSG00000064308,2410137M14Rik
ENSMUSG00000064310,Zpld1
ENSMUSG00000064317,Gm10146
ENSMUSG00000064325,Hhip
ENSMUSG00000064326,Siva1
ENSMUSG00000064329,Scn1a
ENSMUSG00000064330,Pde6h
ENSMUSG00000064333,Olfr926
ENSMUSG00000064336,mt-Tf
ENSMUSG00000064337,mt-Rnr1
ENSMUSG00000064338,mt-Tv
ENSMUSG00000064339,mt-Rnr2
ENSMUSG00000064340,mt-Tl1
ENSMUSG00000064341,mt-Nd1
ENSMUSG00000064342,mt-Ti
ENSMUSG00000064343,mt-Tq
ENSMUSG00000064344,mt-Tm
ENSMUSG00000064345,mt-Nd2
ENSMUSG00000064346,mt-Tw
ENSMUSG00000064347,mt-Ta
ENSMUSG00000064348,mt-Tn
ENSMUSG00000064349,mt-Tc
ENSMUSG00000064350,mt-Ty
ENSMUSG00000064351,mt-Co1
ENSMUSG00000064352,mt-Ts1
ENSMUSG00000064353,mt-Td
ENSMUSG00000064354,mt-Co2
ENSMUSG00000064355,mt-Tk
ENSMUSG00000064356,mt-Atp8
ENSMUSG00000064357,mt-Atp6
ENSMUSG00000064358,mt-Co3
ENSMUSG00000064359,mt-Tg
ENSMUSG00000064360,mt-Nd3
ENSMUSG00000064361,mt-Tr
ENSMUSG00000064363,mt-Nd4
ENSMUSG00000064364,mt-Th
ENSMUSG00000064365,mt-Ts2
ENSMUSG00000064366,mt-Tl2
ENSMUSG00000064367,mt-Nd5
ENSMUSG00000064368,mt-Nd6
ENSMUSG00000064369,mt-Te
ENSMUSG00000064370,mt-Cytb
ENSMUSG00000064371,mt-Tt
ENSMUSG00000064372,mt-Tp
ENSMUSG00000064373,Selenop
ENSMUSG00000064377,Gm24966
ENSMUSG00000064380,Gm26448
ENSMUSG00000064382,Gm26447
ENSMUSG00000064386,Gm26449
ENSMUSG00000064387,Snora73a
ENSMUSG00000064389,Gm26446
ENSMUSG00000064390,Snord73b
ENSMUSG00000064391,Gm23625
ENSMUSG00000064392,Gm23626
ENSMUSG00000064394,Gm23622
ENSMUSG00000064395,Gm23623
ENSMUSG00000064398,Gm23628
ENSMUSG00000064399,Gm23629
ENSMUSG00000064400,Snord3b-ps1
ENSMUSG00000064403,Gm23928
ENSMUSG00000064405,Gm23925
ENSMUSG00000064407,Gm23926
ENSMUSG00000064408,Gm23924
ENSMUSG00000064410,Gm22247
ENSMUSG00000064413,Gm22245
ENSMUSG00000064416,Gm22248
ENSMUSG00000064417,DQ267102
ENSMUSG00000064419,Gm22249
ENSMUSG00000064427,Gm22748
ENSMUSG00000064432,Gm25587
ENSMUSG00000064435,Gm25588
ENSMUSG00000064436,Gm25589
ENSMUSG00000064437,Snord49b
ENSMUSG00000064440,Gm26224
ENSMUSG00000064441,Snord37
ENSMUSG00000064442,Gm26225
ENSMUSG00000064443,Gm26226
ENSMUSG00000064444,Gm26227
ENSMUSG00000064446,Gm26228
ENSMUSG00000064450,Snord68
ENSMUSG00000064451,Snora23
ENSMUSG00000064452,Gm24564
ENSMUSG00000064453,Snord21
ENSMUSG00000064460,Gm25080
ENSMUSG00000064463,Gm25079
ENSMUSG00000064468,Gm25081
ENSMUSG00000064471,Gm23406
ENSMUSG00000064472,Gm23407
ENSMUSG00000064476,Gm23405
ENSMUSG00000064477,Gm23404
ENSMUSG00000064481,Gm23737
ENSMUSG00000064485,Gm23735
ENSMUSG00000064486,Gm23293
ENSMUSG00000064487,Gm23736
ENSMUSG00000064490,Gm22283
ENSMUSG00000064492,Gm22060
ENSMUSG00000064493,Snora28
ENSMUSG00000064495,Gm24313
ENSMUSG00000064496,DQ267101
ENSMUSG00000064500,Gm25296
ENSMUSG00000064511,Gm22459
ENSMUSG00000064512,Gm22456
ENSMUSG00000064513,Snora9
ENSMUSG00000064514,Gm22455
ENSMUSG00000064515,n-R5s162
ENSMUSG00000064517,Gm22454
ENSMUSG00000064522,Gm26442
ENSMUSG00000064524,Gm26441
ENSMUSG00000064525,Gm26440
ENSMUSG00000064526,Gm26439
ENSMUSG00000064527,Gm26438
ENSMUSG00000064529,Gm26437
ENSMUSG00000064530,Gm23613
ENSMUSG00000064532,Gm23614
ENSMUSG00000064536,Gm23615
ENSMUSG00000064540,Snord42a
ENSMUSG00000064541,Gm22978
ENSMUSG00000064542,Gm22980
ENSMUSG00000064543,Gm22979
ENSMUSG00000064545,Gm22981
ENSMUSG00000064548,n-R5s65
ENSMUSG00000064549,Gm22977
ENSMUSG00000064550,Gm24623
ENSMUSG00000064551,Gm24624
ENSMUSG00000064553,Gm24622
ENSMUSG00000064554,n-R5s173
ENSMUSG00000064555,Gm24626
ENSMUSG00000064556,Gm24625
ENSMUSG00000064558,Gm24620
ENSMUSG00000064563,Snora7a
ENSMUSG00000064565,Gm24145
ENSMUSG00000064566,Gm24144
ENSMUSG00000064567,Gm24143
ENSMUSG00000064569,Gm25592
ENSMUSG00000064570,Gm25800
ENSMUSG00000064572,Gm25801
ENSMUSG00000064573,Gm25802
ENSMUSG00000064579,Gm25796
ENSMUSG00000064580,Gm25134
ENSMUSG00000064581,Gm25133
ENSMUSG00000064582,Gm25135
ENSMUSG00000064584,Gm25130
ENSMUSG00000064585,Gm25129
ENSMUSG00000064586,Gm25132
ENSMUSG00000064587,Gm25131
ENSMUSG00000064590,Gm22301
ENSMUSG00000064591,Gm22302
ENSMUSG00000064595,Gm22300
ENSMUSG00000064596,Gm22298
ENSMUSG00000064597,Gm22299
ENSMUSG00000064600,Gm25636
ENSMUSG00000064601,Gm25634
ENSMUSG00000064602,Snora41
ENSMUSG00000064604,Snora44
ENSMUSG00000064605,Gm22220
ENSMUSG00000064606,Gm25899
ENSMUSG00000064609,Gm25635
ENSMUSG00000064612,Gm26457
ENSMUSG00000064613,Gm24621
ENSMUSG00000064619,Gm23975
ENSMUSG00000064620,Gm22303
ENSMUSG00000064621,Gm26922
ENSMUSG00000064622,Gm22304
ENSMUSG00000064624,Gm22305
ENSMUSG00000064630,Gm25143
ENSMUSG00000064632,Gm25142
ENSMUSG00000064634,Gm22620
ENSMUSG00000064637,Snora20
ENSMUSG00000064644,Gm23302
ENSMUSG00000064646,Gm23300
ENSMUSG00000064647,Gm23301
ENSMUSG00000064648,Gm23303
ENSMUSG00000064652,Gm24165
ENSMUSG00000064653,Gm26129
ENSMUSG00000064655,Gm25788
ENSMUSG00000064658,Gm24166
ENSMUSG00000064659,Gm26131
ENSMUSG00000064664,Gm24459
ENSMUSG00000064665,Gm24460
ENSMUSG00000064666,Snora52
ENSMUSG00000064669,Gm24461
ENSMUSG00000064670,Gm22808
ENSMUSG00000064671,Gm22807
ENSMUSG00000064672,Gm22806
ENSMUSG00000064673,Gm22805
ENSMUSG00000064675,Gm22810
ENSMUSG00000064677,Gm22809
ENSMUSG00000064679,Gm25357
ENSMUSG00000064682,Gm25813
ENSMUSG00000064685,Gm25812
ENSMUSG00000064686,Gm25810
ENSMUSG00000064687,Gm25811
ENSMUSG00000064688,Gm25814
ENSMUSG00000064689,Gm25815
ENSMUSG00000064692,Gm24151
ENSMUSG00000064693,Gm24150
ENSMUSG00000064697,Gm24147
ENSMUSG00000064698,Gm24152
ENSMUSG00000064707,Gm22507
ENSMUSG00000064715,Gm24207
ENSMUSG00000064717,Gm24208
ENSMUSG00000064719,Gm25930
ENSMUSG00000064720,Gm25856
ENSMUSG00000064721,Gm25855
ENSMUSG00000064722,Gm25857
ENSMUSG00000064724,Gm25852
ENSMUSG00000064725,Snord96a
ENSMUSG00000064726,Gm25854
ENSMUSG00000064727,Gm25853
ENSMUSG00000064731,Snord45b
ENSMUSG00000064732,Gm23447
ENSMUSG00000064734,Gm23445
ENSMUSG00000064735,Gm23057
ENSMUSG00000064737,Gm23056
ENSMUSG00000064738,Gm23054
ENSMUSG00000064739,Gm23055
ENSMUSG00000064741,Snord14a
ENSMUSG00000064742,Rnu6-ps1
ENSMUSG00000064745,Gm24708
ENSMUSG00000064748,n-R5s28
ENSMUSG00000064751,Gm26330
ENSMUSG00000064755,Gm26328
ENSMUSG00000064759,Gm25475
ENSMUSG00000064761,Gm23514
ENSMUSG00000064762,Gm23738
ENSMUSG00000064763,Gm23515
ENSMUSG00000064764,Gm23517
ENSMUSG00000064765,Gm26456
ENSMUSG00000064766,Gm26458
ENSMUSG00000064767,Snord35b
ENSMUSG00000064768,Snord60
ENSMUSG00000064769,Gm23518
ENSMUSG00000064772,Gm25202
ENSMUSG00000064775,Gm25205
ENSMUSG00000064776,Gm25203
ENSMUSG00000064777,Gm25204
ENSMUSG00000064778,Snord59a
ENSMUSG00000064780,Snord95
ENSMUSG00000064781,Gm22686
ENSMUSG00000064782,Gm22685
ENSMUSG00000064783,Gm22684
ENSMUSG00000064788,Gm22683
ENSMUSG00000064792,Gm24355
ENSMUSG00000064793,Gm24356
ENSMUSG00000064795,Gm22423
ENSMUSG00000064797,Gm24357
ENSMUSG00000064800,Gm24948
ENSMUSG00000064802,Gm24036
ENSMUSG00000064805,Gm24037
ENSMUSG00000064806,Gm24038
ENSMUSG00000064811,Gm22358
ENSMUSG00000064814,Gm23939
ENSMUSG00000064816,Gm22357
ENSMUSG00000064818,Gm22359
ENSMUSG00000064822,Gm24292
ENSMUSG00000064823,Snord82
ENSMUSG00000064829,Gm22879
ENSMUSG00000064830,Gm25699
ENSMUSG00000064833,Gm25926
ENSMUSG00000064836,Gm25697
ENSMUSG00000064837,Snora75
ENSMUSG00000064841,Gm26205
ENSMUSG00000064842,Gm26206
ENSMUSG00000064843,Gm26207
ENSMUSG00000064844,Gm26202
ENSMUSG00000064845,Gm26203
ENSMUSG00000064850,Gm23443
ENSMUSG00000064851,Gm24525
ENSMUSG00000064853,Gm23442
ENSMUSG00000064854,Gm24527
ENSMUSG00000064855,Gm24526
ENSMUSG00000064857,n-R5s25
ENSMUSG00000064858,Snora43
ENSMUSG00000064859,Gm24524
ENSMUSG00000064862,Gm25038
ENSMUSG00000064867,Gm25039
ENSMUSG00000064871,Snord58b
ENSMUSG00000064872,Gm23376
ENSMUSG00000064876,Gm23378
ENSMUSG00000064877,Gm23377
ENSMUSG00000064880,Gm24201
ENSMUSG00000064882,Gm24202
ENSMUSG00000064883,Gm24203
ENSMUSG00000064884,Gm24204
ENSMUSG00000064889,Gm24200
ENSMUSG00000064890,Gm22505
ENSMUSG00000064897,Gm22504
ENSMUSG00000064899,Snord118
ENSMUSG00000064900,Gm25402
ENSMUSG00000064901,Snora21
ENSMUSG00000064906,n-R5s204
ENSMUSG00000064909,Gm25401
ENSMUSG00000064915,Gm22575
ENSMUSG00000064916,Gm22573
ENSMUSG00000064917,Gm22574
ENSMUSG00000064918,Gm22571
ENSMUSG00000064919,Gm22572
ENSMUSG00000064921,Gm22229
ENSMUSG00000064923,Gm22042
ENSMUSG00000064925,Snora62
ENSMUSG00000064927,Gm22043
ENSMUSG00000064928,Gm22045
ENSMUSG00000064930,Gm23723
ENSMUSG00000064936,Gm23722
ENSMUSG00000064940,Gm23239
ENSMUSG00000064941,Gm23238
ENSMUSG00000064943,Gm23240
ENSMUSG00000064945,Rny3
ENSMUSG00000064948,Gm23241
ENSMUSG00000064949,Snora61
ENSMUSG00000064952,Gm24920
ENSMUSG00000064954,Gm24919
ENSMUSG00000064956,Gm24918
ENSMUSG00000064959,n-R5s41
ENSMUSG00000064961,Gm22704
ENSMUSG00000064964,Gm25147
